raw_text,aspectTerms
"I would like the instructor to understand that the method of learning which [instructor] teach is not give student enough understanding for most of student in the class. Even thought some student can implement the project as the requirement, it is because he/she have to seek more knowledge outside the class as instructor may have to consider why most of the student in the class cannot reach the requirement of the project, why they cannot delivered the project which using only the knowledge they learned in the class should be enough. As a result, I would love to let the instructor and faculty know that [instructor] is a kind, good person, and [instructor] can give a good advise with a good intention, but sometime it required morethan that to make the good class.","[{'term': 'instructor', 'polarity': 'negative'}]"
please listen to students opinion more,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"He didn’t clear to assign homework, and he never adapt himself. i commented he in [subject] in the same problem.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"after midterm with [Instructor] isn't really good, his teaching method is difficult to understands yet he blames students to use ""ears and eyes"" to look and listen. he's not easy to approach.","[{'term': 'instructor', 'polarity': 'negative'}]"
"I would like this course to be more practical. It is mostly about the theory, which cannot engage students to learn more about [course] even though it is fun and useful in real life. I wish it to focus more on the real implementation and reduce the theory part.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Your teaching styles were easy to understand. (:D),"[{'term': 'instructor', 'polarity': 'positive'}]"
Order a lot of workBut gives very little time to work,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The content in later parts of the course are very hard to understand. I wonder if any of my friends understand 60% of it.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Great teaching skills, really care about students","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Homework that is done without a clear answer, resulting in the idea that it is a trainingBut doing without knowing whether it is wrong or not, it may be benefited anyway.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The project shouldn't assign to students during examination week because we have to rest and review the lecture. So, we cannot fully focus on the project.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"A lot of homeworkThere should be an answer and check the homework as well.When the exam does not have sheets, it will be repeated.","[{'term': 'organization', 'polarity': 'negative'}]"
"Aj explain unclear everytime when he give homework and, [instructor] response my question in e-mail or [system] slowly.","[{'term': 'organization', 'polarity': 'neutral'}]"
recessively boring and useless subject indeed,"[{'term': 'motivation', 'polarity': 'negative'}]"
Please don't teach too slowly,"[{'term': 'instructor', 'polarity': 'negative'}]"
too many hw. Isn't it just an elective course?,"[{'term': 'motivation', 'polarity': 'neutral'}]"
[instructor] accent is hard to understand a lesson.,"[{'term': 'instructor', 'polarity': 'negative'}]"
Would like the teacher to help focus more on the child behind the roomWould like to teach more slowly for all students to have more efficiency,"[{'term': 'instructor', 'polarity': 'negative'}]"
Very on time and strict to the point,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Please wait for those whom lack of understanding.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I strongly suggest to tackle real-world practical examples, applying the theory learned in-classroom. That will make the acquired knowledge “more tangible”.Some topics are very subjective and, as the lemma of our university reminds us…, the true success does not lie in the leatning, but in its real-life application (imagination accompanied with in-class knowledge).The instructors ate great. Maybe it is just a shortage of time.Thank you Cordially, [student]","[{'term': 'motivation', 'polarity': 'neutral'}]"
Illustrated about examination,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Great teaching skills, really care about students","[{'term': 'organization', 'polarity': 'neutral'}]"
Add more technology cultural evolution,"[{'term': 'content quality', 'polarity': 'negative'}]"
"It would be great if we can get more information about the project description. such as score criteria, project requirements, project limitations","[{'term': 'content quality', 'polarity': 'neutral'}]"
The instructor should prepare materials and platform for student can student and do the lab more appropriate.,"[{'term': 'organization', 'polarity': 'negative'}]"
You are very kind and I really like your teaching style.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"He didn’t clear to assign homework, and he never adapt himself. i commented he in [subject] in the same problem.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think this course is very good, and I like it so much. Aj teaches and treats very well.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Love the way u taught.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Order a lot of workBut gives very little time to work,"[{'term': 'organization', 'polarity': 'negative'}]"
Add more technology cultural evolution,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Teacher doesn’t have responsibility to prepare slide because we waste time for this 1 hr from 1hr 30min. [instructor] didn’t clearly speak in class. i don’t understand anything that he want until i think i weak english skill but when i study in extra class, i will know.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I appreciate your teaching! and everything, thanks for teaching us!","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I like to study with the teacher very much. I like the accent, like the attention of the teacher.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Advanced topic in [course], and [topic] is very difficult.","[{'term': 'content quality', 'polarity': 'negative'}]"
"First, it's quite hard to learn, but I see Ajarn trying to make students understand and also wait for us to lecture the notes, thank you.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"[instructor] is impolite sometimes, teaches not well, very little people show up in the class because they have no clue what they're studying and they do not find learning with  [instructor] enjoying or easily understandable. [instructor]'s method is much better than [instructor],  [instructor] has full class of student whereas no body wants to come to  [instructor]'s class.  [instructor] health is not good and interrupt the lesson,  [instructor] teaching method is not fun.","[{'term': 'content quality', 'polarity': 'negative'}]"
"Projects are challenging, it will be more enjoyable if we have more time to do it. Regretted not doing the coding for assignment","[{'term': 'motivation', 'polarity': 'positive'}]"
The quiz gives wayyyyyy too little time. Barely anyone can finish it in time. please consider. (the content is already hard enough),"[{'term': 'organization', 'polarity': 'negative'}]"
The instructor should prepare materials and platform for student can student and do the lab more appropriate.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I like your class very much. It's very great for us. I have received a lot of opinions in your class. Thank you!!,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Thank you for teaching us and giving us advice. I'm truly grateful. I hope you all the best!,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The teacher should have more time to check the name.,"[{'term': 'organization', 'polarity': 'negative'}]"
Please record lectures online,"[{'term': 'organization', 'polarity': 'neutral'}]"
The air conditioner in the lab is very cold.Would like the table to be wider than this when placing the box [Course] and the laptop,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Ajarn should not speak during the quiz time,"[{'term': 'organization', 'polarity': 'negative'}]"
"I rarely learn about what really [course] is, I got only the meaning of each term and does not get any feedback from the submitted assignment, I have learned almost nothing and the instructor seems not to care about how students will feel about her because I do not see any changes from the previous comments.No offense to any instructors, but as far as I am concerned, not many people are interested in the class, and the class attendance has been abysmal. Try spice things up a bit next year, please?","[{'term': 'motivation', 'polarity': 'negative'}]"
continue with this teaching method,"[{'term': 'instructor', 'polarity': 'positive'}]"
"I think this course is really important for future work. If students can digest the class content, it would be very beneficial for them.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Love the way you teach us, I appreciate it!","[{'term': 'organization', 'polarity': 'neutral'}]"
Homework due date should be next date from when it assign.,"[{'term': 'organization', 'polarity': 'negative'}]"
The content at some point is still teaching and does not understand.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I like that the teacher gave us advice on how to improve our projects and taught us to really understand lessons.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The work is scheduled within the same day as 40 items.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I really enjoy your lectures, your style of teaching is highly interesting and entertaining.","[{'term': 'instructor', 'polarity': 'positive'}]"
"Change the way U taught, not copy from book. Make it simplify and easy for student to learn.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I want [instructor] to speak clearly,"[{'term': 'organization', 'polarity': 'neutral'}]"
I cant understand what teacher teach,"[{'term': 'instructor', 'polarity': 'negative'}]"
too much unnecessary work,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I suggest that learning in Lab or w/ computer, always help students learns better.","[{'term': 'content quality', 'polarity': 'neutral'}]"
The teacher gives the work every week and gives time to send by midnight on the day of the work. There is no answer or answers whether the homework that has been done and sent correctly or not.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Great explanation on class material. Makes the class more interesting and funny.,"[{'term': 'motivation', 'polarity': 'positive'}]"
I like to study this subject in online form.But don't want to be strictOr accelerating too much of the quiz in the period,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that this subject has many benefits but the workload is too much for students compared to other classes. Even when it’s almost exam week, this class still requires us to submit work. So I think assignments should be cut less with longer time to do.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that having some short breaks during 3 hours class would not hurt the flow of the class, so I would like to suggest to allow students for some breaks during class.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Too many work and must be sent within one day.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Please wait for those whom lack of understanding.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Change the assignment cuz in real world, we use [library], [library] not necessary to do recursive or anything like that.","[{'term': 'organization', 'polarity': 'neutral'}]"
Want the teacher to pay attention to all students,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The deadline for homework is too fast. I think the teacher should give more time to do the homework in order to give me time to learn and practice more.(I such a slow person to understand Math, It is hard to do a lot of questions within 00.00 am deadline)","[{'term': 'content quality', 'polarity': 'neutral'}]"
Like in the entry of the work of the instructorThe teacher uses a variety of boring tones and teaching.Makes me feel that this course is worth studyingAs well as allowing students to participate in the opinion or have reaction,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The project shouldn't assign to students during examination week because we have to rest and review the lecture. So, we cannot fully focus on the project.","[{'term': 'organization', 'polarity': 'negative'}]"
The content at some point is still teaching and does not understand.,"[{'term': 'content quality', 'polarity': 'negative'}]"
"Good instructor, informative course","[{'term': 'organization', 'polarity': 'neutral'}]"
too many hw. Isn't it just an elective course?,"[{'term': 'organization', 'polarity': 'negative'}]"
[instructor] attended me very cordially and professionally every time I did request [instructor] assistance,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Would like [instructor] to list the assignment in [system]. At some point, I do forgot about the assignment.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Instructor often ignor student's question and things being asking regarding the class never been replyed.,"[{'term': 'organization', 'polarity': 'neutral'}]"
There should be more hour studying this course.And there is a problem similar to the exam to practice,"[{'term': 'organization', 'polarity': 'negative'}]"
Homework due date should be next date from when it assign.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"For 1.2, I think you should provide the link to the video you opened during the class because they are pdf files and we can see only the image. Another thing is the activity document, you should check [software] is same as schematic or not.","[{'term': 'motivation', 'polarity': 'neutral'}]"
The job details are not clear.There is almost every discrepancy because the teacher speaks quite softly and is difficult to listen.,"[{'term': 'instructor polarity', 'polarity': 'negative'}]"
"I really enjoy your lectures, your style of teaching is highly interesting and entertaining.","[{'term': 'organization', 'polarity': 'neutral'}]"
Felt that the slide was not detailed when compared to [SECTION] when teaching was quite fastProblems and homework should be provided.Or may be able to check the homework in order to see the solution that must be practiced,"[{'term': 'motivation', 'polarity': 'neutral'}]"
[instructor] attended me very cordially and professionally every time I did request [instructor] assistance,"[{'term': 'organization', 'polarity': 'neutral'}]"
I think the part of homework has no necessary as well.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I appreciate your teaching! and everything, thanks for teaching us!","[{'term': 'motivation', 'polarity': 'neutral'}]"
Thank you for teaching us and giving us advice. I'm truly grateful. I hope you all the best!,"[{'term': 'motivation', 'polarity': 'neutral'}]"
This course is good. The children should study.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Great teaching skills, really care about students","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I like the way you teach us very much, as well as the suggestions and descriptions. That helps us very much to understand each assignment more clearly. Additionally, I see the effort and dedication in teaching. Thank you. I hope to see you next semester!","[{'term': 'content quality', 'polarity': 'neutral'}]"
"At the time of writing, how to use other apps instead, such as the [Software], [software] etc. Because writing in [software] is quite delay and makes it difficult to read sometimes.Thank you in advance.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I believe that this subject has many benefits but the workload is too much for students compared to other classes. Even when it’s almost exam week, this class still requires us to submit work. So I think assignments should be cut less with longer time to do.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think that [instructor] accent is hard to understand,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Teach more than time, work during the exam, a lot","[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like to have a link that can write and edit the group listSo that some students who do not have a group can know that there are no groups and request to join the group with other groups.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The amount of homework assigned in this class is too much. It is unhealthy for us to manage multiple weekly assignments from this class Individual Assignment + Quiz + Group Report + Group Project and Presentation Preparation. Please don't forget we have to do group projects and reports for other subjects, which have deadlines as well.","[{'term': 'organization', 'polarity': 'negative'}]"
"Could AJ use the slide that does not contain a solid color such as blue or black background because when students have to print the material for the examination, they are difficult to read or have to print it using color ink or Could AJ please give the slide in the format that we can edit by ourselves?","[{'term': 'organization', 'polarity': 'neutral'}]"
"The amount of homework assigned in this class is too much. It is unhealthy for us to manage multiple weekly assignments from this class Individual Assignment + Quiz + Group Report + Group Project and Presentation Preparation. Please don't forget we have to do group projects and reports for other subjects, which have deadlines as well.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I like you teaching such as assignments, give us an example.","[{'term': 'organization', 'polarity': 'neutral'}]"
The teacher gives a snack when resting during the class and asking students if they can do it or not.Master cares well.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Too many assignments in my opinion,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Advanced topic in [course], and [topic] is very difficult.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Great explanation on class material. Makes the class more interesting and funny.,"[{'term': 'organization', 'polarity': 'neutral'}]"
I think the part of homework has no necessary as well.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I enjoyed this class. [instructor] make me feel this subject is easier than I thought. Thank you for teaching.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Do not want to have a news event,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I really enjoyed your lecture, you understand the student very well and assigned a reasonable workload.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I would like this course to be more practical. It is mostly about the theory, which cannot engage students to learn more about [course] even though it is fun and useful in real life. I wish it to focus more on the real implementation and reduce the theory part.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I really enjoy your lectures, your style of teaching is highly interesting and entertaining.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Teacher doesn’t have responsibility to prepare slide because we waste time for this 1 hr from 1hr 30min. [instructor] didn’t clearly speak in class. i don’t understand anything that he want until i think i weak english skill but when i study in extra class, i will know.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The lecture slides content is sometimes having too much content for students to digest, but still appreciated studying this course with [instructor] and [instructor].","[{'term': 'motivation', 'polarity': 'neutral'}]"
48 [Topic] sent by that night too much,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Would like [instructor] to list the assignment in [system]. At some point, I do forgot about the assignment.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Thank you for teaching this good.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Overall is excellent, but it would be better if we could receive the slide in the classroom.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"The deadline for homework is too fast. I think the teacher should give more time to do the homework in order to give me time to learn and practice more.(I such a slow person to understand Math, It is hard to do a lot of questions within 00.00 am deadline)","[{'term': 'organization', 'polarity': 'negative'}]"
"Reduce homework, give more time to do quiz.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Good instructor, informative course","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Could AJ use the slide that does not contain a solid color such as blue or black background because when students have to print the material for the examination, they are difficult to read or have to print it using color ink or Could AJ please give the slide in the format that we can edit by ourselves?","[{'term': 'motivation', 'polarity': 'neutral'}]"
I love teachers bc they have read our work before q@&a session so they can provide good feedback,"[{'term': 'instructor', 'polarity': 'positive'}]"
"A fun subject to study, with a reasonable workload.","[{'term': 'motivation', 'polarity': 'positive'}]"
"Overall is excellent, but it would be better if we could receive the slide in the classroom.","[{'term': 'organization', 'polarity': 'neutral'}]"
If the invited guest speaker doing in online the student should be online too,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The slides given have too many words, formulas, and diagrams, and I am overwhelmed by them.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Great teaching skills, really care about students","[{'term': 'instructor', 'polarity': 'positive'}]"
Please extend the period assignment deadline by a day.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"It would be great if we can get more information about the project description. such as score criteria, project requirements, project limitations","[{'term': 'instructor', 'polarity': 'neutral'}]"
Too many assignments in my opinion,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"It's difficult install [software] on Unix based devices, especially with the modern ARM processors, [software] only supports the x86_64 architecture. I think there are plenty of alternatives that natively support both x86_64 and arm64 chipsets (maybe the ones that are web based or written in java), as running Netica through emulation causes the program to be unstable and crashes alot (Tested on x86_64 Suse Tumbleweed and arm64 Windows, there are cases where my friends with m1 macbooks aren't able to install at all).","[{'term': 'instructor', 'polarity': 'neutral'}]"
Sometimes I didn't catch the content if you went too fast.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The air conditioner in the lab is very cold.Would like the table to be wider than this when placing the box [Course] and the laptop,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"Could AJ use the slide that does not contain a solid color such as blue or black background because when students have to print the material for the examination, they are difficult to read or have to print it using color ink or Could AJ please give the slide in the format that we can edit by ourselves?","[{'term': 'content quality', 'polarity': 'neutral'}]"
Too much homeworkThere are every week.,"[{'term': 'organization', 'polarity': 'negative'}]"
You are very kind and I really like your teaching style.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"At the time of writing, how to use other apps instead, such as the [Software], [software] etc. Because writing in [software] is quite delay and makes it difficult to read sometimes.Thank you in advance.","[{'term': 'instructor', 'polarity': 'neutral'}]"
[instructor] accent is hard to understand a lesson.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"A lot of homeworkThere should be an answer and check the homework as well.When the exam does not have sheets, it will be repeated.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"[instructor] is impolite sometimes, teaches not well, very little people show up in the class because they have no clue what they're studying and they do not find learning with  [instructor] enjoying or easily understandable. [instructor]'s method is much better than [instructor],  [instructor] has full class of student whereas no body wants to come to  [instructor]'s class.  [instructor] health is not good and interrupt the lesson,  [instructor] teaching method is not fun.","[{'term': 'organization', 'polarity': 'negative'}]"
That the teacher teaching is very goodNothing led because the teacher really taught very well.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Homework that is done without a clear answer, resulting in the idea that it is a trainingBut doing without knowing whether it is wrong or not, it may be benefited anyway.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Reduce homework, give more time to do quiz.","[{'term': 'motivation', 'polarity': 'neutral'}]"
This course is very difficult expecially the last part. I think there should be some adjustment to the cirriculum and maybe exclue some topic. Some topics are too complicated to be taught in an entry level class in my opinion.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The workload is unbalanced and too much to handle. Some assignment is not nectary and waste time. Some individual assignments look like one project. Moreover, the requirement of the project and weekly assignment is not efficient such as the report should have 20 pages, Summarize must be more than two pages. I think the number of pages can not reflect any quality of work and knowledge","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I rarely learn about what really [course] is, I got only the meaning of each term and does not get any feedback from the submitted assignment, I have learned almost nothing and the instructor seems not to care about how students will feel about her because I do not see any changes from the previous comments.No offense to any instructors, but as far as I am concerned, not many people are interested in the class, and the class attendance has been abysmal. Try spice things up a bit next year, please?","[{'term': 'organization', 'polarity': 'neutral'}]"
"The teacher does not understand, must read almost 100%. There is no understanding of the content at all.I don't know how the content taught.Speaking sarcasticallyWhen there is a consultation in the classDue to not understanding and unable to catch upThe teacher has a rating to go out of the room, which actually has the duty to teach aboutIf teachingNo need to talk to each other.Speak on the moodExpressed the maturity of the instructorWould like the teacher to focus more on teaching","[{'term': 'instructor', 'polarity': 'negative'}]"
"Ajarn releases the project 2 very late, but it should be releases at the beginning of November in syllabus. That is very little time to do the project.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Illustrated about examination,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Want to have a workshop, try to use various tools to see the image","[{'term': 'content quality', 'polarity': 'negative'}]"
"I believe that having some short breaks during 3 hours class would not hurt the flow of the class, so I would like to suggest to allow students for some breaks during class.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The instructor give descriptions and details in class topic very clear,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I can't follow teacher from time to time because of English speech.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The teacher taught is a little too fast.,"[{'term': 'instructor', 'polarity': 'negative'}]"
Cant understand what teacher taught,"[{'term': 'motivation', 'polarity': 'neutral'}]"
[instructor] attended me very cordially and professionally every time I did request [instructor] assistance,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The lecture slides content is sometimes having too much content for students to digest, but still appreciated studying this course with [instructor] and [instructor].","[{'term': 'content quality', 'polarity': 'negative'}]"
Please slow down a little bit. I mostly can't catch up with taking the note.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
From the experience of studying the first five weeks of this courseFeeling like and fun in various workBut it will be more fun if there is a basis for using the program ([Software]) before and there is a Senior Project that makes work not fully creative.But overall I like this course very much,"[{'term': 'content quality', 'polarity': 'positive'}]"
please use a microphone,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Homework that is done without a clear answer, resulting in the idea that it is a trainingBut doing without knowing whether it is wrong or not, it may be benefited anyway.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Want to have a workshop, try to use various tools to see","[{'term': 'instructor', 'polarity': 'neutral'}]"
please have more flexibility about hybrid classes (online+onsite),"[{'term': 'motivation', 'polarity': 'neutral'}]"
Quiz is checking the name.And give a little time,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I would like teachers to be more flexible about checking attendance classes and grading.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that this subject has many benefits but the workload is too much for students compared to other classes. Even when it’s almost exam week, this class still requires us to submit work. So I think assignments should be cut less with longer time to do.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I think we quiz when the class begins better than we just go to the faculty to take 15 minutes quiz on Wednesday because I take around 2 hours to come to the faculty from my home.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"A fun subject to study, with a reasonable workload.","[{'term': 'organization', 'polarity': 'positive'}]"
If the invited guest speaker doing in online the student should be online too,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Explain both Thai and English. Covering the whole lesson. Thank you very much.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The lecture is easy to understand after the instructor has taught.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The lecture is easy to understand after the instructor has taught.,"[{'term': 'organization', 'polarity': 'positive'}]"
"[instructor] should tell the student about the project at least two weeks before the final exam. [instructor] also should not give any assignments during the final exam. I can understand it is the practice but it would be better if it has a solution for the student. I mean how I suppose to know our answer is correct? while in class, we can not understand anything.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Teacher doesn’t have responsibility to prepare slide because we waste time for this 1 hr from 1hr 30min. [instructor] didn’t clearly speak in class. i don’t understand anything that he want until i think i weak english skill but when i study in extra class, i will know.","[{'term': 'organization', 'polarity': 'negative'}]"
The instructor give descriptions and details in class topic very clear,"[{'term': 'instructor', 'polarity': 'positive'}]"
48 [Topic] sent by that night too much,"[{'term': 'organization', 'polarity': 'negative'}]"
"I felt like it's hard to get full picture of what's going on in the lecture class. It'd be better if the entire class is writing code together on the computer during lecture, then let everyone do their own lab afterward. That'd give us better understanding of what's going on.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Too many assignments in my opinion,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I think we quiz when the class begins better than we just go to the faculty to take 15 minutes quiz on Wednesday because I take around 2 hours to come to the faculty from my home.,"[{'term': 'organization', 'polarity': 'negative'}]"
Too much work and why you assign project before final.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Final homework original deadline overlapped with other exams.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Very on time and strict to the point,"[{'term': 'organization', 'polarity': 'neutral'}]"
[instructor] is a very good teacher for me. [instructor] always give a clearly feedback for my work. [instructor] reply the massage very fast which help me do the assignment smoothly. I so happy studying in [instructor]  class.??????,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Teach more than time, work during the exam, a lot","[{'term': 'instructor', 'polarity': 'neutral'}]"
maybe he is good in teaching in Thai language morethan explains things in english.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"[instructor] should tell the student about the project at least two weeks before the final exam. [instructor] also should not give any assignments during the final exam. I can understand it is the practice but it would be better if it has a solution for the student. I mean how I suppose to know our answer is correct? while in class, we can not understand anything.","[{'term': 'organization', 'polarity': 'negative'}]"
Too much homeworkThere are every week.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Quiz is checking the name.And give a little time,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I was also not able to memorize the whole structure and find myself very struggling with the subject. However, one night, through my compassion and a liter of coffee, I decided to revise the material from [course]  from last semester from the beginning focusing on how [topic] works. I find that it is easier for me to study [course] knowing what and how data was sent from each layer.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Do not want to have a news event,"[{'term': 'organization', 'polarity': 'negative'}]"
"Deadline for assignment is too short. 72 hours is a short time compared to other subject which give you at least 1 week to finish the assignment. Also, I thought I'd learn [topic] and not [topic]....","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Good course, learning many things, even teammate does not work very well as expected.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I do not think that this class is necessary for the ICT student,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Finding terms and vocabs are useless.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I think that [instructor] accent is hard to understand,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I still have a problem with current grading system where the assignment, if done by code gets 100% and done by writing get 75% but there is no source code explanation which really makes it hard for the student to do as, well, you know...we are all really lazy kids and lazy kids don't read source code which is bad but that's the fact of life.","[{'term': 'motivation', 'polarity': 'negative'}]"
Ajarn should not speak during the quiz time,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like the teacher to have a past videoBecause I would like to review more in order to understand more content,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I would like teachers to be more flexible about checking attendance classes and grading.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I want to know every score when I send my assignment. So, I can manage my grade.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I want teacher to tell clearly about the lesson that will be learned because sometime I am a bit confused what we are learning now. And I want teacher teach on slides because I can't obviously see the handwritings on a board,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"he is a kind person and can be a good advisor, however he is not a good instructor at all since he cannot delivered the knowledge in the class to make the student understand.","[{'term': 'instructor', 'polarity': 'negative'}]"
"great teacher, very caring and respectful. unfortunately the classes are usually at the evening of the day. on the other hand, the workloads on other subjects redusce the time we can spend with the study buddies and self-learning significantly","[{'term': 'motivation', 'polarity': 'neutral'}]"
I think changing to other studies should be more useful (such as [Course] etc.),"[{'term': 'instructor', 'polarity': 'neutral'}]"
The number of assignments is quite too much.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I enjoy the class because the instructor keeps the students engaged and is able to explain the content in a way that keeps me interested. The instructor also has broad knowledge on the subject and can explain it well. Also, I appreciate that the instructor motivates us to search for more IT knowledge.","[{'term': 'motivation', 'polarity': 'positive'}]"
"The workload is unbalanced and too much to handle. Some assignment is not nectary and waste time. Some individual assignments look like one project. Moreover, the requirement of the project and weekly assignment is not efficient such as the report should have 20 pages, Summarize must be more than two pages. I think the number of pages can not reflect any quality of work and knowledge","[{'term': 'instructor', 'polarity': 'neutral'}]"
Please record lectures online,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"Would like the teacher to keep this style indefinitely. I study with the teacher a lot, but have to repeat more knowledge than others","[{'term': 'motivation', 'polarity': 'positive'}]"
