raw_text,aspectTerms
"The recording is not provided, but I ask academic matters to provide the records so that the students can revise the material themselves.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I love the way you teach us, I appreciate it!","[{'term': 'motivation', 'polarity': 'neutral'}]"
The deadline of the tasks too early.,"[{'term': 'organization', 'polarity': 'negative'}]"
I wish the class was on site.,"[{'term': 'organization', 'polarity': 'negative'}]"
I like that the teacher gave us advice on how to improve our projects and taught us to really understand the lessons.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Explain both the Thai and the English. Enjoying the whole lesson. Thank you very much.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"1.2 hours of consecutive studies, it's too much for me to stay concentrated. I prefer 2 breaks during a course like [lessons].","[{'term': 'motivation', 'polarity': 'neutral'}]"
I want [the instructor] to speak clearly,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Deciding to welcome courses on site and its appearance only during online meetings is one of the worst experiences that I have never felt, surely, [the instructor] can have health problems but could have organized coursesOnline. To add an insult to the injury, [the instructor] expresses is not liked it to many students because no one listens to [the instructor], but we have a defense, thereNothing else other than [the instructor] to read things on presentation slides, so how could we remain concentrated on what is literally there in the slide itself? although I likeNot to say that [the instructor] is redundant and useless, me and many others share the same opinion that there is almost nothing of value to be really engaged in the [instructor] class, we have a lot ofOther things that are important to put with it.","[{'term': 'motivation', 'polarity': 'negative'}]"
The instructor gives descriptions and details in the very clear class subject,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Giving assignments every week and group projects almost every week is too excessive, there is too much workload and these assignments are not really useful for studying the course in my opinion. The group report can be a little too muchHard on minimum pages when there are not enough requirements on the content in the report.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Thank you for taught this property.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"I also could not memorize the whole structure and find myself very difficult with the subject. However, one night, by my compassion and a liter of coffee, I decided to revise the [lessons] of the lastSemester from the start by focusing on the functioning of [the subject]. I find it easier for me to study [courses] to know what and how the data was sent from each layer.","[{'term': 'motivation', 'polarity': 'positive'}]"
Would like to have a link that can write and modify the list of groups that some students who do not have a group may know that there is no group and asks to join the group with other groups.,"[{'term': 'organization', 'polarity': 'negative'}]"
"I appreciate your teaching! And everything, thank you for teaching us!","[{'term': 'organization', 'polarity': 'neutral'}]"
"1.2 hours of consecutive studies, it's too much for me to stay concentrated. I prefer 2 breaks during a course like [lessons].","[{'term': 'instructor', 'polarity': 'neutral'}]"
The project should not assign the students during the week of exams because we must rest and review the conference. We cannot therefore focus fully on the project.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
This course is good. Children should study.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The teacher gives a snack when he rests during the course and ask the students if they can do it or not.Master cares well.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Too much work,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think that the instructor should explain the content in more detail because I could not understand several parts of the conferences. In addition, I had trouble understanding the content in the slides because the connection between the subjects of the slidesis not clear and the explanation of several parts is complicated. Each slide has introduced a new subject, and I could not see the overall image of the subjects and how this slide is linked to the previous or the following.In addition, with regard to the explanations, the way the content is explained is quite confusing and gives a clear explanation of the content. Party parties were independent sentences difficult to connect with what the subject and the other parts of the'Explanation.I had to do external learning fairly extensive via several websites on the internet to understand several parts of the conferences because I could not understand the explanations provided in the slides. I would like the slides are better organized and theExplanations of the content, both in the slides and when the instructor explains the content, to be clearer and more easily understandable.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"He has not clearly attributed his duties, and he never adapted. I commented in [subject] in the same problem.","[{'term': 'organization', 'polarity': 'negative'}]"
"1.2 hours of consecutive studies, it's too much for me to stay concentrated. I prefer 2 breaks during a course like [lessons].","[{'term': 'organization', 'polarity': 'negative'}]"
The teacher gives a snack when he rests during the course and ask the students if they can do it or not.Master cares well.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Delete this subject,"[{'term': 'motivation', 'polarity': 'neutral'}]"
AJ. Is very nice. You made us at ease to ask. Thank you.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"For 1.2, I think you should provide the link to the video you opened during class because they are PDF files and we can only see the image. Another thing is the activity document, you must checkwhether [software] is the same as the scheme or not.","[{'term': 'content quality', 'polarity': 'negative'}]"
The content at some point still teaches and does not understand.,"[{'term': 'organization', 'polarity': 'neutral'}]"
AT is very effective.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The professor received homework in class, so when I fall sick, I cannot send the homework correctly. I think that Jarn should use [the software] to send the homework. He does not make sense that theStudent must send homework without using [system] while in the online session, the student can send the duty with tools.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like the teacher to speak clearly and there are indicators of the details of both the mission and the scores of this work.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"According to the experience of studying the first five weeks of this course as and the pleasure in various works, it will be more fun if there is a base to use the program ([software]) before and there isA senior project that makes work that is not entirely creative. But overall I really like this course","[{'term': 'motivation', 'polarity': 'positive'}]"
"I think the lesson is too difficult to absorb, however, I will do my best to understand these things!","[{'term': 'content quality', 'polarity': 'negative'}]"
AJ. Is very nice. You made us at ease to ask. Thank you.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I really like how [the instructor] listen to students [instructor] and adaptable,"[{'term': 'instructor', 'polarity': 'positive'}]"
Would like to have various assignments in [system] or [system].,"[{'term': 'organization', 'polarity': 'neutral'}]"
Too much unnecessary work,"[{'term': 'organization', 'polarity': 'negative'}]"
The work details are not clear.There are almost all mistakes because the teacher speaks quite slowly and is difficult to listen to.,"[{'term': 'organization', 'polarity': 'negative'}]"
Would like the teacher to help focus more on the child behind the room would like to teach more slowly so that all students have more efficiency,"[{'term': 'organization', 'polarity': 'negative'}]"
AT is very effective.,"[{'term': 'organization', 'polarity': 'neutral'}]"
An advanced subject in [courses] and [the subject] is very difficult.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I would like the instructor to understand that the learning method that [the instructor] teaches is not a sufficient understanding of the student for most of the students in the class. Even if some students could implement theproject as the requirement, it is because he must seek more knowledge outside the class, because the instructor may have to examine why most students in the class cannot reach the project requirement, whyIt is to deliver the project that the use only of the knowledge they have learned in the class should be sufficient. As a result, I would like to let the instructor and the faculty know that [the instructor] is a nice person, good, and [the instructor] can give good advice with a good intention, but sometimes it took the creation of the right class to make the right class.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"He is a kind person and maybe a good advisor, but he is not at all a good instructor because he cannot deliver knowledge in the class to make the student understand.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Maybe he's good in teaching in Thai language, Morethan explains things in English.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think that the transition to other studies should be more useful (such as [courses] etc.),"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I feel too cruel and there is an inappropriate comment.Like showing child labor and comparing with other students, there is no confusion to change the instructor on the last day before sending.I can't manage time.","[{'term': 'instructor', 'polarity': 'negative'}]"
Too much work,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to thank you for each time that Jarn gives me advice. You are the best!,"[{'term': 'instructor', 'polarity': 'positive'}]"
We should not have this subject in our ability to use,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Hopes that the professor keeps this style indefinitely. I study a lot with the teacher, but I must repeat more knowledge than the others","[{'term': 'organization', 'polarity': 'neutral'}]"
"Ajarn releases Project 2 very late, but it should be released in early November in the program. It's very short time to do the project.","[{'term': 'organization', 'polarity': 'negative'}]"
"As in the entry of the work of the instructor, the professor uses a variety of boring tones and teaching.","[{'term': 'motivation', 'polarity': 'positive'}]"
Thank you for teaching us and giving us advice. I am really grateful. I hope you are the best!,"[{'term': 'organization', 'polarity': 'neutral'}]"
This course is good. Children should study.,"[{'term': 'content quality', 'polarity': 'positive'}]"
I don't want to have a news event,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Continue with this teaching method,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Too much work and must be sent by day.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Please record conferences online,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"It is difficult to install [software] on unix -based devices, in particular with modern ARM processors, [software] only supports architecture x86_64. I think there are many alternatives that takeNatively loads the X86_64 and Arm64 chipsets (perhaps those based on the web or written in Java), because the execution of Netica via emulation makes the program unstable and is blocked a lot (tested on x86_64 Suse Tumpedeed Etarm64 Windows,There are cases where my friends with M1 MacBooks cannot install).","[{'term': 'motivation', 'polarity': 'neutral'}]"
I would like teachers to be more flexible in the verification of attendance and rating courses.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"After halfway through with [the instructor] is not really good, his teaching method is difficult to understand, but he blamed students to use ""ears and eyes"" to look and listen to.is not easy to approach.","[{'term': 'motivation', 'polarity': 'negative'}]"
We should not have this subject in our ability to use,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"In the part where I did not understand coding, I want this course to teach me more clearly on competitive thought or the process before coding, as cutting the problem. However, I also think that this course is good for us.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I like you to taught as missions, give us an example.","[{'term': 'content quality', 'polarity': 'neutral'}]"
The air conditioner in the laboratory is very cold.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Change the way you taught, not copy from the book. See simplify and easy to learn for students.","[{'term': 'organization', 'polarity': 'neutral'}]"
There should be more time to study this course.And there is a problem similar to the exam to practice,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I really like to study with the teacher. I like the accent, like the teacher's attention.","[{'term': 'instructor', 'polarity': 'positive'}]"
"Hopes that the professor keeps this style indefinitely. I study a lot with the teacher, but I must repeat more knowledge than the others","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Change the way you taught, not copy from the book. See simplify and easy to learn for students.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like to have more work as HW than the examination,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The content in the subsequent parts of the course is very difficult to understand. I ask myself if one of my friends includes 60%.,"[{'term': 'content quality', 'polarity': 'negative'}]"
Sometimes I didn't take the contents if you were going too fast.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"1.2 hours of consecutive studies, it's too much for me to stay concentrated. I prefer 2 breaks during a course like [lessons].","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think this course is very good, and I love it so much. Aj teaches and treats very well.","[{'term': 'instructor', 'polarity': 'positive'}]"
I really like how [the instructor] listen to students [instructor] and adaptable,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The content at some point still teaches and does not understand.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"I think the lesson is too difficult to absorb, however, I will do my best to understand these things!","[{'term': 'organization', 'polarity': 'neutral'}]"
"The mid-term examination has a lot of calculation, I think that a calculator should be authorized because we are tested for our [course] skills and not our calculation skills.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"For 1.2, I think you should provide the link to the video you opened during class because they are PDF files and we can only see the image. Another thing is the activity document, you must checkwhether [software] is the same as the scheme or not.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like the way you teach us a lot, as well as the suggestions and descriptions. This helps us a lot to understand each assignment more clearly. In addition, I see effort and dedication in teaching.merci.j 'hope to see you next semester!","[{'term': 'instructor', 'polarity': 'positive'}]"
"Very well, you made this class more pleasant.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like to have more work as HW than the examination,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The quiz gives way too little time. Barely no one can finish it in time. Consider. (The content is already quite difficult),"[{'term': 'instructor', 'polarity': 'neutral'}]"
That the teaching of the teacher is very well conducted because the teacher really taught very well.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Ajarn should not speak for the duration of the quiz,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The teacher did not write on the subject during teaching, so we often do not know what chapter we learn, and the use of the whiteboard in teaching made the conference more difficult because the teacher wasA random location for writing and disorderly. Sa communication was also incomprehensible.","[{'term': 'organization', 'polarity': 'negative'}]"
I want [the instructor] to speak clearly,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I like that the teacher gave us advice on how to improve our projects and taught us to really understand the lessons.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Delete this subject,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I think the emphasis is difficult to understand,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Could use the slide which does not contain a united color as a blue or black background because when the students must print the equipment for the examination, they are difficult to read or must print it using colored ink orcould give a slide in the format that we can modify for ourselves?","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I appreciate the class because the instructor keeps the students committed and is able to explain the content in a way that keeps me interested. The instructor also has a wide knowledge on the subject and may well explain it.The more, I appreciate that the instructor motivates us to seek more computer knowledge.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to know each score when I send my mission. So I can manage my note.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
AT is very effective.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I don't want to have a news event,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I felt that it was difficult to get a complete image of what's going on in the conference course. It would be better if the whole written class of the code together on the computer during the conference, then leave everythingThe world to make its own laboratory thereafter. This would give us a better understanding of what is happening.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I think students should chat in class and the teacher must use the microphone and the projector for clear teaching.,"[{'term': 'organization', 'polarity': 'negative'}]"
"After halfway through with [the instructor] is not really good, his teaching method is difficult to understand, but he blamed students to use ""ears and eyes"" to look and listen.is not easy to approach.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I always have a problem with the current classification system where the assignment, if the code is 100% and done by writing obtains 75%, but there is no explanation of the source code which makes it really difficult toThe student to do like, well, you know ... We are all really lazy children and lazy children do not read the source code, which is bad but it is the fact of life.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Thank you for teaching us and giving us advice. I am really grateful. I hope you are the best!,"[{'term': 'instructor', 'polarity': 'positive'}]"
The work is planned in the same day as 40 items.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I cannot follow the teacher from time to time because of the English speech.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Too many missions in my opinion,"[{'term': 'organization', 'polarity': 'neutral'}]"
Boring and unnecessary subject in fact indeed,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The number of assignments is too much.,"[{'term': 'organization', 'polarity': 'negative'}]"
Too much work and why you affect the final before the final.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think the lesson is too difficult to absorb, however, I will do my best to understand these things!","[{'term': 'instructor', 'polarity': 'neutral'}]"
I want the course to be on site.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The problem with most students, including me at some point in the learning experience, is that they do not remember the [subject]. I could not memorize the whole structure and find meVery in difficulty with the subject. However, one night, by my compassion and a liter of coffee, I decided to revise the [courses] equipment from the last semester from the start by focusing on the functioning of [the subject].I find it easier for me to study [courses] to know what and how the data was sent from each layer.","[{'term': 'organization', 'polarity': 'negative'}]"
I suggest that laboratory learning or with computer always helps students learn better.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The instructor often ignores the student's issue and the things wondering about the class have never been answered.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I believe that this subject presents many advantages, but the workload is too much for students compared to other classes. Even when it is almost the week of exams, this class always requires us to subject work. So thinkthat assignments must be reduced less with more time to do.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Please let students have attendance checks while some phones are not able to scan at a certain distance or have another way to participate,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The instructor gives descriptions and details in the very clear class subject,"[{'term': 'organization', 'polarity': 'positive'}]"
"I feel too cruel and there is an inappropriate comment.Like showing child labor and comparing with other students, there is no confusion to change the instructor on the last day before sending.I can't manage time.","[{'term': 'organization', 'polarity': 'negative'}]"
"I felt that it was difficult to get a complete image of what's going on in the conference course. It would be better if the whole written class of the code together on the computer during the conference, then leave everythingThe world to make its own laboratory thereafter. This would give us a better understanding of what is happening.","[{'term': 'organization', 'polarity': 'negative'}]"
"Everything is fantastic, except to use the [system] for work.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I like the comments in real time that [the instructor] gave during the lessons.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"This class is the least pleasant class of this semester. The weekly mission in my opinion is not Nessecary. The affecting of this class is too heavy, and it takes most of the time that I spent during thissemester of work for so few credits, without forgetting that the content is dispersed everywhere, with some overlap with computer networking and software engineering. I think this class has potential, but by the way, it is plannedRight now, there is too much non-care workload and too much content. Take this course.","[{'term': 'content quality', 'polarity': 'negative'}]"
It would be preferable that we have the permanent class calendar. Spare each class for each section can be more effective.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The teacher does not understand, must read almost 100%. There is no understanding of the content.I do not know how the content has taught. The duty to teach on teaching does not need to speak to each other.","[{'term': 'organization', 'polarity': 'negative'}]"
"The deadline for homework is too fast. I think the teacher should give more time to do homework in order to give me time to learn and practice more.(I am a person so slow to understand mathematics, it is difficult to do a lot of questions within the deadlines of 00 h 00)","[{'term': 'motivation', 'polarity': 'neutral'}]"
"When there is a question, the teacher cannot answer the question.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Too many homework, every week ago.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Boring and unnecessary subject in fact indeed,"[{'term': 'organization', 'polarity': 'neutral'}]"
"For example, ask for the quiz at the end of the period.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Will be even better if there will be the line in the work section that students will focus on the subject that the course needs more, if to think, study, search, find the necessary information by yourself, it is thatis now ok","[{'term': 'instructor', 'polarity': 'neutral'}]"
"As in the entrance to the instructorthhe work, the professor uses a variety of boring tones and teaching.","[{'term': 'instructor', 'polarity': 'positive'}]"
"At the time of writing the time of writing, how to use other applications instead, such as [software], [software] etc.Because writing in [software] is quite delayed and sometimes makes it difficult to read.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Hopes that the teacher has techniques that make students more interested in studying,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Each year there are many students who fail this course. As a result, I think that the faculty should consider that this course could change and examine it.","[{'term': 'content quality', 'polarity': 'negative'}]"
"If the class forces students to take the quiz on site, it must be organized in class time.","[{'term': 'organization', 'polarity': 'negative'}]"
"Good course, learning a lot, even teammate does not work very well as planned.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I appreciate the class because the instructor keeps the students committed and is able to explain the content in a way that keeps me interested. The instructor also has a wide knowledge on the subject and may well explain it.The more, I appreciate that the instructor motivates us to seek more computer knowledge.","[{'term': 'organization', 'polarity': 'neutral'}]"
"You want to have a workshop, try to use various tools to see the image","[{'term': 'organization', 'polarity': 'neutral'}]"
"The teacher does not understand, must read almost 100%. There is no understanding of the content.I do not know how the content has taught. The duty to teach on teaching does not need to speak to each other.","[{'term': 'content quality', 'polarity': 'neutral'}]"
The emphasis [of the instructor] is difficult to understand a lesson.,"[{'term': 'organization', 'polarity': 'neutral'}]"
I think that the transition to other studies should be more useful (such as [courses] etc.),"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Duties that are without clear response, which has given the idea that it is a training but without knowing whether it is false or not, it can take advantage of it anyway.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that this subject presents many advantages, but the workload is too much for students in relation to other classes. Even when it is almost the week of exams, this class always requires us to subject work. So thinkthat assignments must be reduced less with more time to do.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Hopes that the teacher has techniques that make students more interested in studying,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I really like your class. It's very great for us. I received a lot of opinions in your class. Thank you !!,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The conference is easy to understand after the instructor taught.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"According to the experience of studying the first five weeks of this course as and the pleasure in various works, it will be more fun if there is a base to use the program ([software]) before and there isA senior project that makes work that is not entirely creative. But overall I really like this course","[{'term': 'organization', 'polarity': 'neutral'}]"
"The teachings [of the instructor] are quite confusing, yes, the material [courses] itself is very difficult, but the style of teaching [instructor] makes it quite difficult to understand the meaning, to add to this that the slides do notare not detailed enough and vague in the direction. An incredible particular moment is to give assignments a week before an examination, yes, the mission is useful, but we give at least this final assignment much earlier than that.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I would like this course to be more practical. It is mainly the theory, which cannot engage students to find out more about [courses] even if it is fun and useful in real life.'He focuses more on the real implementation and reduces the theoretical part.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"The recording is not provided, but I exhort academic affairs to provide the recordings so that students can revise the equipment by themselves.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The deadline for assignments too early.,"[{'term': 'organization', 'polarity': 'negative'}]"
I want the course to be on site.,"[{'term': 'organization', 'polarity': 'negative'}]"
"He liked giving advice on how to improve our project, and taught me to really understand the lessons.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I love the method you taught.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Please explain both Thailand and English.Cover the entire lesson.thank you very much.,"[{'term': 'organization', 'polarity': 'neutral'}]"
1.2 hours of continuous study is too much for me to concentrate.I prefer two breaks in a class like [Course].,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I want you to clearly talk about [Instructor],"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The fact that she decides to host an on -site class and she only appears in online conferences is one of the worst experiences I have ever felt, and [Instructors] may have a health problem.Not, but it may be hosting online classes.In order to add S humiliation to the injury, [Instructor] does not listen to the Instructor, so many students have a disgust, but we have defense.What is the slide itself literally there?I don't want to say that [Instructor] is redundant and useless, but I and many other people share the same opinion that it is hardly valuable to actually engage in the Instructor class.But there are many other important things.Create.","[{'term': 'motivation', 'polarity': 'negative'}]"
Instructors make the explanation and details very clear in the class topic,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Giving issues every week and the group projects are too excessive every week.There are too many workloads, and in my opinion is not helpful to study the course.Glute report may be a little too strict on the minimum page if there is no sufficient requirements for the content in the report.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Thank you for telling me this.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Also, I couldn't memorize the whole structure, and I couldn't realize that I was very struggling with the theme.However, one night, through my compassion and one liter of coffee, I decided to fix the course from the previous semester to the [topic] mechanism from the first semester.I think it is easier to know how data was sent from each layer.","[{'term': 'motivation', 'polarity': 'positive'}]"
You need a link to write a group list that can know that some students who do not have a group have no groups and request other groups and groups.,"[{'term': 'organization', 'polarity': 'negative'}]"
I am grateful for your teachings!And thank you all for telling me!,"[{'term': 'organization', 'polarity': 'neutral'}]"
1.2 hours of continuous study is too much for me to concentrate.I prefer two breaks in a class like [Course].,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The project should not be assigned to students during the exam, as it is necessary to take a break from lectures and review it.Therefore, it cannot be completely focused on the project.","[{'term': 'instructor', 'polarity': 'neutral'}]"
This course is good.Children need to study.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The teacher gives a snack when resting during the class and asks the students if they can do it.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Too many works,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Your educational style was easy to understand.(: D),"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I don't understand some parts of the lecture, so I think the instructor needs to explain content in more detail.Also, the connection between topics in the slide was not clear, and some parts were complicated, so I had a hard time understanding the content in the slide.A new topic was introduced on each slide, and it was not possible to see the whole picture of the topic or how this slide was related to the previous or next slides.Regarding the explanation, the method of content is very confusing, providing a clear explanation of content.Some parts were difficult to connect to the contents and other parts of the topic and other parts.I couldn't understand the explanations provided by the slide, so I had to do very extensive external learning through some websites on the Internet to understand some parts of the lecture.I want to make the slides more appropriate, and when the slides and instructors explain the content, I want to make it clearer and easier to understand the content explanation.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"He did not clarify his homework, and he never adapted himself.I commented him on [Theme] on the same problem.","[{'term': 'organization', 'polarity': 'negative'}]"
1.2 hours of continuous study is too much for me to concentrate.I prefer two breaks in a class like [Course].,"[{'term': 'organization', 'polarity': 'negative'}]"
The teacher gives a snack when resting during the class and asks the students if they can do it.,"[{'term': 'organization', 'polarity': 'neutral'}]"
AJ.Very good.You felt like asking us comfortably.thank you.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Regarding 1.2, the link to the video opened during the class is a PDF file and can only see the image, so it is necessary to provide a link.The other is an activity documentation.You need to make sure that Software is the same as the outline.","[{'term': 'content quality', 'polarity': 'negative'}]"
I still teach and don't understand the content at a certain point.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The professor received homework in the class, so if he gets sick, he cannot send his homework properly.I think AJARN should send homework using [Software].In online sessions, it is meaningless that students have to send homework without using the System while students can send issues with tools.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I want teachers to talk clearly, and there are indicators of both the work task and the score.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"From the experience of studying the first five weeks of this course that can be enjoyed like this course with various works, it will be more fun if you have the basics before using the program ([Software]).。But overall I really like this course","[{'term': 'motivation', 'polarity': 'positive'}]"
"I think the lessons are too difficult to absorb, but I will do my best to understand them!","[{'term': 'content quality', 'polarity': 'negative'}]"
AJ.Very good.You felt like asking us comfortably.thank you.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
[Instructor] really likes to listen to students and adapt to students,"[{'term': 'instructor', 'polarity': 'positive'}]"
I want to have various allocation in System or System.,"[{'term': 'organization', 'polarity': 'neutral'}]"
There are too many unnecessary work,"[{'term': 'organization', 'polarity': 'negative'}]"
The details of the job are not clear.Teachers have almost all mistakes because they are very soft and difficult to listen to.,"[{'term': 'organization', 'polarity': 'negative'}]"
"I want to help teachers to concentrate on the children behind the room, and I like to teach more slowly for all students to be more efficient.","[{'term': 'organization', 'polarity': 'negative'}]"
Advanced topics of Course and Topic are very difficult.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I would like instructors to understand that the learning method teaching by [Instructor] does not give most of the students a sufficient understanding of students.Some students thought that the project could be implemented as requirements.This is because most students in the class need to take into account why they cannot reach the project requirements, so they have to seek more knowledge outside the class.You can't provide projects that need to be sufficient only with the knowledge you have learned in the class.As a result, [Instructor] is a kind and good person, and I want to inform the instructor and faculty members that [Instructor] can give good advice with good intentions, but it is necessary to make good classes.And。","[{'term': 'motivation', 'polarity': 'neutral'}]"
"He is a kind person and can be an excellent advisor, but he is not a good instructor because he cannot provide class knowledge to make students understand.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Maybe he should teach in Thai, Morethane explains things in English.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think it should be more convenient to change to other research ([course], etc.)","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I feel too cruel and have inappropriate comments, such as showing my child's work and comparing with other students.There is no confusion to change the instructor on the last day before sending.","[{'term': 'instructor', 'polarity': 'negative'}]"
Too many works,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I would like to thank Ajarn every time I give advice.You are the best!,"[{'term': 'instructor', 'polarity': 'positive'}]"
We should not have this theme for our teachers because it is useless,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I hope the teacher keeps this style indefinitely.I often study with teachers, but I need to repeat more knowledge than others","[{'term': 'organization', 'polarity': 'neutral'}]"
"AJARN will release Project 2 very late, but will be released in Sylavus in early November.It has little time to do the project.","[{'term': 'organization', 'polarity': 'negative'}]"
"Like the entry of the instructor's work, teachers use various boring tones and education.I feel that this course is worth studying so that students can participate in opinions or allow them to respond.","[{'term': 'motivation', 'polarity': 'positive'}]"
Thank you for telling us.I am really grateful.I hope you all!,"[{'term': 'organization', 'polarity': 'neutral'}]"
This course is good.Children need to study.,"[{'term': 'content quality', 'polarity': 'positive'}]"
Please continue this educational method,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I have too much work and I need to send it within one day.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
